"","outer_sum_original","outer_sum_radiusPenalty","seeds_no","f1","prec","rec","mcc","det_rate","time_vector","TP","TN","FP","FN","TPR","FPR","Prec..PPV.","aucroc","aucpr","negf1","AR"
"1",1,1,4,0,0,0,-0.307692308,0,0.03,0,9,4,4,0,0.307692308,0,0.346153846,0.5,0.692307692307692,0
"2",0,6,1,0.4,1,0.25,0.460977223,0.25,0.04,1,17,0,3,0.25,0,1,0.625,0.875,0.918918918918919,0.557377049180328
"3",1,4,5,0.222222222,0.2,0.25,-0.015430335,0.25,0.03,1,11,4,3,0.25,0.266666667,0.2,0.4916666665,0.475,0.758620689655172,0.343749999734131
"4",0.5,4.5,2,0,0,0,-0.177122977,0,0.03,0,13,2,4,0,0.133333333,0,0.4333333335,0.5,0.8125,0
"5",0,6,1,0.4,1,0.25,0.450693909,0.25,0.03,1,13,0,3,0.25,0,1,0.625,0.875,0.896551724137931,0.553191489361702
"6",0.5,0.5,4,0.5,0.5,0.5,0.333333333,0.5,0.04,2,10,2,2,0.5,0.166666667,0.5,0.6666666665,0.5,0.833333333333333,0.625
"7",0,3,3,0.857142857,1,0.75,0.836660027,0.75,0.05,3,14,0,1,0.75,0,1,0.875,0.625,0.96551724137931,0.908108108027933
"8",0.5,2.5,3,0.285714286,0.333333333,0.25,0.119522861,0.25,0.03,1,12,2,3,0.25,0.142857143,0.333333333,0.5535714285,0.5416666665,0.827586206896552,0.424778761377712
"9",0.5,4.5,2,0,0,0,-0.166666667,0,0.03,0,14,2,4,0,0.125,0,0.4375,0.5,0.823529411764706,0
"10",0.5,6.5,2,0,0,0,-0.21821789,0,0.04,0,10,2,4,0,0.166666667,0,0.4166666665,0.5,0.769230769230769,0
"11",0.25,4.25,2,0.333333333,0.5,0.25,0.227866358,0.25,0.05,1,12,1,3,0.25,0.076923077,0.5,0.5865384615,0.625,0.857142857142857,0.4799999996544
"12",0,3,3,0.857142857,1,0.75,0.836660027,0.75,0.04,3,14,0,1,0.75,0,1,0.875,0.625,0.96551724137931,0.908108108027933
"13",0.5,3.5,3,0.285714286,0.333333333,0.25,0.119522861,0.25,0.04,1,12,2,3,0.25,0.142857143,0.333333333,0.5535714285,0.5416666665,0.827586206896552,0.424778761377712
"14",0.25,0.25,4,0.75,0.75,0.75,0.678571429,0.75,0.04,3,13,1,1,0.75,0.071428571,0.75,0.8392857145,0.5,0.928571428571429,0.829787234042553
"15",0.25,6.25,1,0,0,0,-0.149071198,0,0.04,0,11,1,4,0,0.083333333,0,0.4583333335,0.5,0.814814814814815,0
"16",0,4,2,0.666666667,1,0.5,0.654653671,0.5,0.05,2,12,0,2,0.5,0,1,0.75,0.75,0.923076923076923,0.774193548611863
"17",1.5,4.5,5,0,0,0,-0.389249472,0,0.04,0,7,5,4,0,0.416666667,0,0.2916666665,0.5,0.608695652173913,0
"18",0.25,0.25,4,0.75,0.75,0.75,0.666666667,0.75,0.04,3,11,1,1,0.75,0.083333333,0.75,0.8333333335,0.5,0.916666666666667,0.825
"19",0.25,4.25,2,0.333333333,0.5,0.25,0.227866358,0.25,0.06,1,12,1,3,0.25,0.076923077,0.5,0.5865384615,0.625,0.857142857142857,0.4799999996544
"20",0,6,1,0.4,1,0.25,0.447213595,0.25,0.05,1,12,0,3,0.25,0,1,0.625,0.875,0.888888888888889,0.551724137931035
"21",0,6,1,0.4,1,0.25,0.456435465,0.25,0.05,1,15,0,3,0.25,0,1,0.625,0.875,0.909090909090909,0.555555555555556
"22",0.25,2.25,3,0.571428571,0.666666667,0.5,0.484481395,0.5,0.03,2,14,1,2,0.5,0.066666667,0.666666667,0.7166666665,0.5833333335,0.903225806451613,0.699999999678438
"23",0.25,2.25,3,0.571428571,0.666666667,0.5,0.462250164,0.5,0.04,2,11,1,2,0.5,0.083333333,0.666666667,0.7083333335,0.5833333335,0.88,0.692913385511687
"24",0,4,2,0.666666667,1,0.5,0.658280589,0.5,0.05,2,13,0,2,0.5,0,1,0.75,0.75,0.928571428571429,0.77611940321096
"25",0,2,3,0.857142857,1,0.75,0.83452296,0.75,0.03,3,13,0,1,0.75,0,1,0.875,0.625,0.962962962962963,0.906976744106071
"26",0.25,2.25,3,0.571428571,0.666666667,0.5,0.503496546,0.5,0.03,2,18,1,2,0.5,0.052631579,0.666666667,0.7236842105,0.5833333335,0.923076923076923,0.705882352614187
"27",0.5,3.5,5,0.444444444,0.4,0.5,0.233549683,0.5,0.03,2,9,3,2,0.5,0.25,0.4,0.625,0.45,0.782608695652174,0.566929133496683
"28",1.25,1.25,4,0.25,0.25,0.25,0.019230769,0.25,0.05,1,10,3,3,0.25,0.230769231,0.25,0.5096153845,0.5,0.769230769230769,0.377358490566038
"29",0,6,1,0.4,1,0.25,0.450693909,0.25,0.04,1,13,0,3,0.25,0,1,0.625,0.875,0.896551724137931,0.553191489361702
"30",0.25,6.25,2,0.333333333,0.5,0.25,0.21821789,0.25,0.05,1,11,1,3,0.25,0.083333333,0.5,0.5833333335,0.625,0.846153846153846,0.478260869222117
"31",1,10,7,0.181818182,0.142857143,0.25,-0.182323225,0.25,0.06,1,7,6,3,0.25,0.461538462,0.142857143,0.394230769,0.4464285715,0.608695652173913,0.2800000002156
"32",1.25,1.25,4,0,0,0,-0.333333333,0,0.05,0,8,4,4,0,0.333333333,0,0.3333333335,0.5,0.666666666666667,0
"33",0.25,3.25,3,0.571428571,0.666666667,0.5,0.462250164,0.5,0.03,2,11,1,2,0.5,0.083333333,0.666666667,0.7083333335,0.5833333335,0.88,0.692913385511687
"34",0.5,2.5,3,0.285714286,0.333333333,0.25,0.092450033,0.25,0.04,1,10,2,3,0.25,0.166666667,0.333333333,0.5416666665,0.5416666665,0.8,0.421052631889197
"35",1.5,3.5,5,0,0,0,-0.358057437,0,0.03,0,8,5,4,0,0.384615385,0,0.3076923075,0.5,0.64,0
"36",1.25,1.25,4,0,0,0,-0.307692308,0,0.05,0,9,4,4,0,0.307692308,0,0.346153846,0.5,0.692307692307692,0
"37",1,5,6,0.2,0.166666667,0.25,-0.149071198,0.25,0.03,1,7,5,3,0.25,0.416666667,0.166666667,0.4166666665,0.4583333335,0.636363636363636,0.304347826086957
"38",0,6,2,0.666666667,1,0.5,0.654653671,0.5,0.03,2,12,0,2,0.5,0,1,0.75,0.75,0.923076923076923,0.774193548611863
