"","outer_sum_original","outer_sum_radiusPenalty","seeds_no","f1","prec","rec","mcc","det_rate","time_vector","TP","TN","FP","FN","TPR","FPR","Prec..PPV.","aucroc","aucpr","negf1","AR"
"1",0.25,4.25,2,0.333333333,0.5,0.25,0.273483017,0.25,0.22,1,20,1,3,"0.25","0.047619048","0.5",0.601190476,0.625,0.909090909090909,0.48780487769185
"2",0,4,2,0.666666667,1,0.5,0.668856054,0.5,0.11,2,17,0,2,"0.5","0","1",0.75,0.75,0.944444444444444,0.781609195631391
"3",0,6,1,0.4,1,0.25,0.470269972,0.25,0.1,1,23,0,3,"0.25","0","1",0.625,0.875,0.938775510204082,0.560975609756098
"4",0,2,3,0.857142857,1,0.75,0.845154255,0.75,0.17,3,20,0,1,"0.75","0","1",0.875,0.625,0.975609756097561,0.912547528436149
"5",0.25,2.25,3,0.571428571,0.666666667,0.5,0.503496546,0.5,0.11,2,18,1,2,"0.5","0.052631579","0.666666667",0.7236842105,0.5833333335,0.923076923076923,0.705882352614187
"6",0.5,4.5,2,0,0,0,-0.134839972,0,0.11,0,18,2,4,"0","0.1","0",0.45,0.5,0.857142857142857,0
"7",0.5,2.5,5,0.444444444,0.4,0.5,0.327326835,0.5,0.09,2,18,3,2,"0.5","0.142857143","0.4",0.6785714285,0.45,0.878048780487805,0.590163934034399
"8",1,3,3,0.285714286,0.333333333,0.25,0.169030851,0.25,0.11,1,18,2,3,"0.25","0.1","0.333333333",0.575,0.5416666665,0.878048780487805,0.431137724876188
"9",0.25,4.25,2,0.333333333,0.5,0.25,0.260874597,0.25,0.12,1,17,1,3,"0.25","0.055555556","0.5",0.597222222,0.625,0.894736842105263,0.485714285360408
"10",0.25,4.25,2,0.333333333,0.5,0.25,0.265497122,0.25,0.1,1,18,1,3,"0.25","0.052631579","0.5",0.5986842105,0.625,0.9,0.486486486131483
"11",1.75,1.75,4,0.25,0.25,0.25,0.138888889,0.25,0.1,1,24,3,3,"0.25","0.111111111","0.25",0.5694444445,0.5,0.888888888888889,0.390243902439024
"12",0,4,2,0.666666667,1,0.5,0.672592709,0.5,0.08,2,19,0,2,"0.5","0","1",0.75,0.75,0.95,0.78350515486938
"13",0.75,3.75,5,0.222222222,0.2,0.25,0,0.25,0.09,1,12,4,3,"0.25","0.25","0.2",0.5,0.475,0.774193548387097,0.345323740738885
"14",0.25,6.25,2,0.333333333,0.5,0.25,0.260874597,0.25,0.09,1,17,1,3,"0.25","0.055555556","0.5",0.597222222,0.625,0.894736842105263,0.485714285360408
"15",1,3,5,0.444444444,0.4,0.5,0.332900151,0.5,0.09,2,19,3,2,"0.5","0.136363636","0.4",0.681818182,0.45,0.883720930232558,0.591439688322427
"16",1.5,1.5,4,0,0,0,-0.16,0,0.09,0,21,4,4,"0","0.16","0",0.42,0.5,0.84,0
"17",0.25,2.25,3,0.571428571,0.666666667,0.5,0.499512433,0.5,0.08,2,17,1,2,"0.5","0.055555556","0.666666667",0.722222222,0.5833333335,0.918918918918919,0.704663212109372
"18",0.75,2.75,5,0.444444444,0.4,0.5,0.314373042,0.5,0.09,2,16,3,2,"0.5","0.157894737","0.4",0.6710526315,0.45,0.864864864864865,0.587155962914906
"19",0.5,0.5,4,0.5,0.5,0.5,0.375,0.5,0.09,2,14,2,2,"0.5","0.125","0.5",0.6875,0.5,0.875,0.636363636363636
"20",0.25,2.25,3,0.571428571,0.666666667,0.5,0.499512433,0.5,0.11,2,17,1,2,"0.5","0.055555556","0.666666667",0.722222222,0.5833333335,0.918918918918919,0.704663212109372
"21",0,2,3,0.857142857,1,0.75,0.84292723,0.75,0.09,3,18,0,1,"0.75","0","1",0.875,0.625,0.972972972972973,0.911392404982535
"22",0,6,1,0.4,1,0.25,0.46291005,0.25,0.18,1,18,0,3,"0.25","0","1",0.625,0.875,0.923076923076923,0.558139534883721
"23",8,8,0,0,0,0,-1,0,0.19,0,0,0,0,"0","0","0",0.5,0.5,0,0
"24",0.75,4.75,2,0,0,0,-0.12869789,0,0.11,0,19,2,4,"0","0.095238095","0",0.4523809525,0.5,0.863636363636364,0
"25",0.25,4.25,2,0.333333333,0.5,0.25,0.28827833,0.25,0.11,1,25,1,3,"0.25","0.038461538","0.5",0.605769231,0.625,0.925925925925926,0.490196078070934
"26",0,4,2,0.666666667,1,0.5,0.681385144,0.5,0.09,2,26,0,2,"0.5","0","1",0.75,0.75,0.962962962962963,0.78787878811157
"27",1.25,1.25,4,0.25,0.25,0.25,0.15,0.25,0.16,1,27,3,3,"0.25","0.1","0.25",0.575,0.5,0.9,0.391304347826087
"28",0,4,2,0.666666667,1,0.5,0.67936622,0.5,0.1,2,24,0,2,"0.5","0","1",0.75,0.75,0.96,0.786885246133835
"29",0,2,3,0.857142857,1,0.75,0.848528137,0.75,0.09,3,24,0,1,"0.75","0","1",0.875,0.625,0.979591836734694,0.914285714204444
"30",0,6,1,0.4,1,0.25,0.477431855,0.25,0.1,1,31,0,3,"0.25","0","1",0.625,0.875,0.953846153846154,0.563636363636364
"31",0.5,2.5,3,0.285714286,0.333333333,0.25,0.162895941,0.25,0.09,1,17,2,3,"0.25","0.105263158","0.333333333",0.572368421,0.5416666665,0.871794871794872,0.43037974715959
"32",0.5,4.5,2,0,0,0,-0.149071198,0,0.11,0,16,2,4,"0","0.111111111","0",0.4444444445,0.5,0.842105263157895,0
"33",0.25,0.25,4,0.75,0.75,0.75,0.6875,0.75,0.11,3,15,1,1,"0.75","0.0625","0.75",0.84375,0.5,0.9375,0.833333333333333
"34",0.5,2.5,3,0.285714286,0.333333333,0.25,0.148522131,0.25,0.1,1,15,2,3,"0.25","0.117647059","0.333333333",0.5661764705,0.5416666665,0.857142857142857,0.428571428892857
"35",0,4,2,0.666666667,1,0.5,0.678232998,0.5,0.11,2,23,0,2,"0.5","0","1",0.75,0.75,0.958333333333333,0.786324786556651
"36",0.5,4.5,2,0,0,0,-0.166666667,0,0.12,0,14,2,4,"0","0.125","0",0.4375,0.5,0.823529411764706,0
"37",0.75,0.75,4,0.5,0.5,0.5,0.388888889,0.5,0.09,2,16,2,2,"0.5","0.111111111","0.5",0.6944444445,0.5,0.888888888888889,0.64
"38",0,6,1,0.4,1,0.25,0.46291005,0.25,0.11,1,18,0,3,"0.25","0","1",0.625,0.875,0.923076923076923,0.558139534883721
"39",0.25,4.25,2,0.333333333,0.5,0.25,0.269679945,0.25,0.09,1,19,1,3,"0.25","0.05","0.5",0.6,0.625,0.904761904761905,0.487179486823471
"40",0.5,0.5,4,0.5,0.5,0.5,0.382352941,0.5,0.09,2,15,2,2,"0.5","0.117647059","0.5",0.6911764705,0.5,0.882352941176471,0.638297872340426
"41",0.75,6.75,7,0.363636364,0.285714286,0.5,0.195099743,0.5,0.1,2,14,5,2,"0.5","0.263157895","0.285714286",0.6184210525,0.392857143,0.8,0.50000000034375
"42",0.25,6.25,2,0.333333333,0.5,0.25,0.265497122,0.25,0.09,1,18,1,3,"0.25","0.052631579","0.5",0.5986842105,0.625,0.9,0.486486486131483
"43",0.25,2.25,3,0.571428571,0.666666667,0.5,0.513327002,0.5,0.1,2,21,1,2,"0.5","0.045454545","0.666666667",0.7272727275,0.5833333335,0.933333333333333,0.708860759163916
"44",1.5,1.5,4,0.25,0.25,0.25,0.107142857,0.25,0.1,1,18,3,3,"0.25","0.142857143","0.25",0.5535714285,0.5,0.857142857142857,0.387096774193548
"45",0.5,3.5,3,0.285714286,0.333333333,0.25,0.188561808,0.25,0.09,1,22,2,3,"0.25","0.083333333","0.333333333",0.5833333335,0.5416666665,0.897959183673469,0.433497537274673
"46",1.25,1.25,4,0,0,0,-0.173913043,0,0.16,0,19,4,4,"0","0.173913043","0",0.4130434785,0.5,0.826086956521739,0
"47",0.25,2.25,3,0.571428571,0.666666667,0.5,0.52297636,0.5,0.12,2,25,1,2,"0.5","0.038461538","0.666666667",0.730769231,0.5833333335,0.943396226415094,0.71174377190955
"48",0,6,1,0.4,1,0.25,0.466252404,0.25,0.1,1,20,0,3,"0.25","0","1",0.625,0.875,0.930232558139535,0.559440559440559
"49",0.25,4.25,2,0.333333333,0.5,0.25,0.260874597,0.25,0.1,1,17,1,3,"0.25","0.055555556","0.5",0.597222222,0.625,0.894736842105263,0.485714285360408
"50",0,2,3,0.857142857,1,0.75,0.846989554,0.75,0.11,3,22,0,1,"0.75","0","1",0.875,0.625,0.977777777777778,0.913494809607452
"51",1.25,1.25,4,0,0,0,-0.16,0,0.14,0,21,4,4,"0","0.16","0",0.42,0.5,0.84,0
"52",0.25,4.25,2,0.333333333,0.5,0.25,0.285773803,0.25,0.12,1,24,1,3,"0.25","0.04","0.5",0.605,0.625,0.923076923076923,0.489795918007497
"53",0,2,3,0.857142857,1,0.75,0.84016805,0.75,0.14,3,16,0,1,"0.75","0","1",0.875,0.625,0.96969696969697,0.90995260655457
"54",0,6,1,0.4,1,0.25,0.466252404,0.25,0.09,1,20,0,3,"0.25","0","1",0.625,0.875,0.930232558139535,0.559440559440559
"55",0,4,2,0.666666667,1,0.5,0.681385144,0.5,0.13,2,26,0,2,"0.5","0","1",0.75,0.75,0.962962962962963,0.78787878811157
"56",1,5,6,0.2,0.166666667,0.25,0,0.25,0.11,1,15,5,3,"0.25","0.25","0.166666667",0.5,0.4583333335,0.789473684210526,0.319148936170213
"57",0.25,2.25,3,0.571428571,0.666666667,0.5,0.490098029,0.5,0.11,2,15,1,2,"0.5","0.0625","0.666666667",0.71875,0.5833333335,0.909090909090909,0.701754385641736
"58",1.25,1.25,4,0.25,0.25,0.25,0.083333333,0.25,0.1,1,15,3,3,"0.25","0.166666667","0.25",0.5416666665,0.5,0.833333333333333,0.384615384615385
"59",0.75,2.75,5,0.222222222,0.2,0.25,0.036273813,0.25,0.09,1,15,4,3,"0.25","0.210526316","0.2",0.519736842,0.475,0.810810810810811,0.348837209028529
"60",0,6,1,0.4,1,0.25,0.466252404,0.25,0.1,1,20,0,3,"0.25","0","1",0.625,0.875,0.930232558139535,0.559440559440559
"61",0,2,3,0.857142857,1,0.75,0.84292723,0.75,0.09,3,18,0,1,"0.75","0","1",0.875,0.625,0.972972972972973,0.911392404982535
"62",0,6,1,0.4,1,0.25,0.469041576,0.25,0.09,1,22,0,3,"0.25","0","1",0.625,0.875,0.936170212765957,0.560509554140127
"63",0.25,6.25,1,0,0,0,-0.1028689,0,0.11,0,17,1,4,"0","0.055555556","0",0.472222222,0.5,0.871794871794872,0
"64",0.25,4.25,2,0.333333333,0.5,0.25,0.25,0.25,0.11,1,15,1,3,"0.25","0.0625","0.5",0.59375,0.625,0.882352941176471,0.483870967390739
"65",0,6,1,0.4,1,0.25,0.472455591,0.25,0.09,1,25,0,3,"0.25","0","1",0.625,0.875,0.943396226415094,0.561797752808989
"66",0.25,4.25,2,0.333333333,0.5,0.25,0.255739079,0.25,0.09,1,16,1,3,"0.25","0.058823529","0.5",0.5955882355,0.625,0.888888888888889,0.484848484495868
