"","outer_sum_original","outer_sum_radiusPenalty","det_rate","time_vector"
"1",NA,NA,0.0625,4.39999999999998
"2",NA,NA,0.125,2.81000000000006
"3",NA,NA,0.0625,3.22000000000003
"4",NA,NA,0.0625,4.11000000000001
"5",NA,NA,0.0625,2.5
"6",NA,NA,0.0625,2.43000000000006
"7",NA,NA,0.125,4.46999999999991
"8",NA,NA,0.125,2.58000000000004
"9",NA,NA,0.0625,2.40999999999997
"10",NA,NA,0.1875,1.55999999999995
"11",NA,NA,0.125,4.25
"12",NA,NA,0.125,4.16999999999996
"13",NA,NA,0.0625,2.84000000000003
"14",NA,NA,0.125,1.54999999999995
"15",NA,NA,0,3.20000000000005
"16",NA,NA,0.0625,2.38
"17",NA,NA,0.125,3.63
"18",NA,NA,0,4.44000000000005
"19",NA,NA,0.125,2.92999999999995
"20",NA,NA,0.0625,3.55999999999995
"21",NA,NA,0.0625,2.58000000000004
"22",NA,NA,0.0625,2.56999999999994
"23",NA,NA,0.0625,3.3599999999999
"24",NA,NA,0,3.59999999999991
"25",NA,NA,0,4.22999999999979
"26",NA,NA,0.125,3.26999999999998
"27",NA,NA,0,3.09000000000015
"28",NA,NA,0.125,4.33000000000015
"29",NA,NA,0,3.75999999999999
"30",NA,NA,0,4.31000000000017
"31",NA,NA,0.1875,2.46000000000004
"32",NA,NA,0,2.93000000000006
"33",NA,NA,0,3.52999999999997
"34",NA,NA,0,3.75999999999999
"35",NA,NA,0,4.05000000000018
"36",NA,NA,0,2.95000000000005
"37",NA,NA,0.0625,2.73000000000002
"38",NA,NA,0.0625,1.71000000000004
"39",NA,NA,0,5.15000000000009
"40",NA,NA,0.0625,3.88000000000011
"41",NA,NA,0,4.22000000000003
"42",NA,NA,0.1875,1.30999999999995
"43",NA,NA,0.125,2.43000000000006
"44",NA,NA,0.0625,1.92000000000007
"45",NA,NA,0,2.29999999999995
"46",NA,NA,0.0625,3.6099999999999
"47",NA,NA,0.0625,2.59000000000015
"48",NA,NA,0,2.6099999999999
"49",NA,NA,0.0625,3.94000000000005
"50",NA,NA,0,2.30999999999995
"51",NA,NA,0,4.47000000000003
"52",NA,NA,0.125,3.57999999999993
"53",NA,NA,0.125,1.16999999999985
"54",NA,NA,0.0625,2.01999999999998
"55",NA,NA,0,4.30999999999995
"56",NA,NA,0,2.91999999999985
"57",NA,NA,0.0625,1.94000000000005
"58",NA,NA,0.0625,2.76999999999998
"59",NA,NA,0.0625,2.83000000000015
"60",NA,NA,0,2.88000000000011
"61",NA,NA,0.0625,4.47000000000003
"62",NA,NA,0,4.48000000000002
"63",NA,NA,0,3.36999999999989
"64",NA,NA,0,4.19000000000005
"65",NA,NA,0,3.16000000000008
"66",NA,NA,0.0625,3.97000000000003
"67",NA,NA,0.0625,3.32999999999993
"68",NA,NA,0,4.10000000000014
"69",NA,NA,0.0625,2.75999999999999
"70",NA,NA,0,2.94000000000005
"71",NA,NA,0.0625,3.93999999999983
"72",NA,NA,0.0625,3.09999999999991
"73",NA,NA,0,2.27000000000021
"74",NA,NA,0.0625,4.6099999999999
"75",NA,NA,0,3.57999999999993
"76",NA,NA,0,4.94000000000005
"77",NA,NA,0.0625,3.02999999999997
"78",NA,NA,0,3.44000000000005
"79",NA,NA,0.1875,1.75
"80",NA,NA,0,4.77999999999997
"81",NA,NA,0,3.67999999999984
"82",NA,NA,0.125,5.16999999999985
"83",NA,NA,0,6.05999999999995
"84",NA,NA,0.0625,4.86999999999989
"85",NA,NA,0.125,1.80999999999995
"86",NA,NA,0,2.75999999999999
"87",NA,NA,0.0625,4.20000000000005
"88",NA,NA,0.0625,2.92000000000007
"89",NA,NA,0.125,4.33999999999992
"90",NA,NA,0.125,4.47000000000003
"91",NA,NA,0,2.57999999999993
"92",NA,NA,0.0625,3.30999999999995
"93",NA,NA,0,4.52999999999997
"94",NA,NA,0.125,1.03999999999996
"95",NA,NA,0.0625,1.83000000000015
"96",NA,NA,0.0625,5.75
"97",NA,NA,0.0625,3.8900000000001
"98",NA,NA,0.125,4.37000000000012
"99",NA,NA,0,3.70000000000005
"100",NA,NA,0.0625,3.62000000000012
