"","outer_sum_original","outer_sum_radiusPenalty","det_rate","time_vector"
"1",NA,NA,0.1,9.59
"2",NA,NA,0,3.84
"3",NA,NA,0,3.89
"4",NA,NA,0.3,1.66
"5",NA,NA,0.1,1.42
"6",NA,NA,0,3.07
"7",NA,NA,0,1.77
"8",NA,NA,0,2.06
"9",NA,NA,0.1,3.46
"10",NA,NA,0,3.26
"11",NA,NA,0,1.85
"12",NA,NA,0,1.5
"13",NA,NA,0.1,2.17
"14",NA,NA,0,2.12
"15",NA,NA,0.1,3.09
"16",NA,NA,0,1.78
"17",NA,NA,0,3.06
"18",NA,NA,0.1,1.95
"19",NA,NA,0.1,2.53
"20",NA,NA,0,2.08000000000001
"21",NA,NA,0,2.50000000000001
"22",NA,NA,0.1,1.5
"23",NA,NA,0,2.41
"24",NA,NA,0,1.55999999999999
"25",NA,NA,0,2.19000000000001
"26",NA,NA,0,1.78
"27",NA,NA,0,2.84999999999999
"28",NA,NA,0,2.36
"29",NA,NA,0,3.56
"30",NA,NA,0.2,2.09999999999999
"31",NA,NA,0,2.46000000000001
"32",NA,NA,0,2.63
"33",NA,NA,0,3
"34",NA,NA,0.1,3.93000000000001
"35",NA,NA,0,1.98
"36",NA,NA,0,2.64
"37",NA,NA,0.2,3.41
"38",NA,NA,0.3,1.14
"39",NA,NA,0.2,1.75
"40",NA,NA,0,1.2
"41",NA,NA,0,2.05
"42",NA,NA,0,2.86
"43",NA,NA,0.1,3.36
"44",NA,NA,0.4,1.19999999999999
"45",NA,NA,0,3.30000000000001
"46",NA,NA,0.1,2.40000000000001
"47",NA,NA,0,2
"48",NA,NA,0.1,2.50999999999999
"49",NA,NA,0.1,2.10999999999999
"50",NA,NA,0.1,1.48000000000002
"51",NA,NA,0,1.89000000000001
"52",NA,NA,0,2.42000000000002
"53",NA,NA,0.1,2.08000000000001
"54",NA,NA,0.1,3.16999999999999
"55",NA,NA,0.1,2.38
"56",NA,NA,0,3.31999999999999
"57",NA,NA,0,2.20000000000002
"58",NA,NA,0.1,2.06
"59",NA,NA,0.1,3.54000000000002
"60",NA,NA,0.1,1.81
"61",NA,NA,0,2.89000000000001
"62",NA,NA,0,2.09999999999999
"63",NA,NA,0,3.20000000000002
"64",NA,NA,0,2.25999999999999
"65",NA,NA,0,3.69
"66",NA,NA,0.1,2.41
"67",NA,NA,0,2.39000000000001
"68",NA,NA,0,1.97
"69",NA,NA,0.1,1.54000000000002
"70",NA,NA,0,2.44
"71",NA,NA,0.1,4.14000000000001
"72",NA,NA,0,3.17000000000002
"73",NA,NA,0,3
"74",NA,NA,0,4.74000000000001
"75",NA,NA,0.1,1.95000000000002
"76",NA,NA,0.1,5.06
"77",NA,NA,0.1,2.89000000000001
"78",NA,NA,0,4.48999999999998
"79",NA,NA,0,2.12
"80",NA,NA,0.1,3.06
"81",NA,NA,0.1,2.38
"82",NA,NA,0.1,1.78
"83",NA,NA,0,2.46000000000001
"84",NA,NA,0,4.31999999999999
"85",NA,NA,0.2,2.03
"86",NA,NA,0.1,4.34
"87",NA,NA,0.1,2.19999999999999
"88",NA,NA,0,3.09999999999999
"89",NA,NA,0.2,2.22
"90",NA,NA,0.1,3.59999999999999
"91",NA,NA,0,1.63
"92",NA,NA,0,2.00999999999999
"93",NA,NA,0.2,5.67000000000002
"94",NA,NA,0,2.71999999999997
"95",NA,NA,0,3.31
"96",NA,NA,0,3.78999999999996
"97",NA,NA,0.2,3.13
"98",NA,NA,0,3.97000000000003
"99",NA,NA,0.2,1.10999999999996
"100",NA,NA,0.1,4.75
