"","outer_sum_original","outer_sum_radiusPenalty","seeds_no","f1","prec","rec","mcc","det_rate","time_vector","TP","TN","FP","FN","TPR","FPR","Prec..PPV.","aucroc","aucpr","negf1","AR"
"1",0.5,0.5,2,0.5,0.5,0.5,0.45,0.5,0.06,1,19,1,1,0.5,0.05,0.5,0.725,0.5,0.95,0.655172413793103
"2",0,2,1,0.666666667,1,0.5,0.69084928,0.5,0.07,1,21,0,1,0.5,0,1,0.75,0.75,0.976744186046512,0.792452830424172
"3",0,1,1,0.666666667,1,0.5,0.688247202,0.5,0.08,1,18,0,1,0.5,0,1,0.75,0.75,0.972972972972973,0.791208791443546
"4",0,0,2,1,1,1,1,1,0.06,2,20,0,0,1,0,1,1,0.5,1,1
"5",0,2,1,0.666666667,1,0.5,0.690065559,0.5,0.07,1,20,0,1,0.5,0,1,0.75,0.75,0.975609756097561,0.792079208156063
"6",0.5,0.5,2,0.5,0.5,0.5,0.45,0.5,0.08,1,19,1,1,0.5,0.05,0.5,0.725,0.5,0.95,0.655172413793103
"7",0.5,2.5,1,0,0,0,-0.076471911,0,0.07,0,17,1,2,0,0.055555556,0,0.472222222,0.5,0.918918918918919,0
"8",0,0,2,1,1,1,1,1,0.08,2,20,0,0,1,0,1,1,0.5,1,1
"9",0.5,0.5,2,0.5,0.5,0.5,0.46,0.5,0.09,1,24,1,1,0.5,0.04,0.5,0.73,0.5,0.96,0.657534246575342
"10",0,1,1,0.666666667,1,0.5,0.69084928,0.5,0.08,1,21,0,1,0.5,0,1,0.75,0.75,0.976744186046512,0.792452830424172
"11",0,0,2,1,1,1,1,1,0.07,2,22,0,0,1,0,1,1,0.5,1,1
"12",0,2,1,0.666666667,1,0.5,0.690065559,0.5,0.08,1,20,0,1,0.5,0,1,0.75,0.75,0.975609756097561,0.792079208156063
"13",0,1,1,0.666666667,1,0.5,0.690065559,0.5,0.07,1,20,0,1,0.5,0,1,0.75,0.75,0.975609756097561,0.792079208156063
"14",0,1,1,0.666666667,1,0.5,0.688247202,0.5,0.06,1,18,0,1,0.5,0,1,0.75,0.75,0.972972972972973,0.791208791443546
"15",0.5,0.5,2,0.5,0.5,0.5,0.447368421,0.5,0.06,1,18,1,1,0.5,0.052631579,0.5,0.7236842105,0.5,0.947368421052632,0.654545454545455
"16",0,1,1,0.666666667,1,0.5,0.691564075,0.5,0.11,1,22,0,1,0.5,0,1,0.75,0.75,0.977777777777778,0.792792793028488
"17",0.5,0.5,2,0.5,0.5,0.5,0.46,0.5,0.09,1,24,1,1,0.5,0.04,0.5,0.73,0.5,0.96,0.657534246575342
"18",1.5,1.5,2,0,0,0,-0.1,0,0.07,0,18,2,2,0,0.1,0,0.45,0.5,0.9,0
"19",0,2,1,0.666666667,1,0.5,0.692820323,0.5,0.08,1,24,0,1,0.5,0,1,0.75,0.75,0.979591836734694,0.793388429988116
"20",0,0,2,1,1,1,1,1,0.06,2,24,0,0,1,0,1,1,0.5,1,1
"21",1,1,2,0,0,0,-0.1,0,0.09,0,18,2,2,0,0.1,0,0.45,0.5,0.9,0
"22",0,0,2,1,1,1,1,1,0.07,2,19,0,0,1,0,1,1,0.5,1,1
"23",1,5,4,0,0,0,-0.134839972,0,0.08,0,18,4,2,0,0.181818182,0,0.409090909,0.5,0.857142857142857,0
"24",0.5,2.5,3,0.4,0.333333333,0.5,0.35,0.5,0.14,1,23,2,1,0.5,0.08,0.333333333,0.71,0.4166666665,0.938775510204082,0.560975609756098
"25",0.5,0.5,2,0.5,0.5,0.5,0.456521739,0.5,0.1,1,22,1,1,0.5,0.043478261,0.5,0.7282608695,0.5,0.956521739130435,0.656716417910448
"26",0.5,6.5,5,0.285714286,0.2,0.5,0.199505969,0.5,0.08,1,15,4,1,0.5,0.210526316,0.2,0.644736842,0.35,0.857142857142857,0.428571428892857
"27",0,0,2,1,1,1,1,1,0.07,2,18,0,0,1,0,1,1,0.5,1,1
"28",0.5,0.5,2,0.5,0.5,0.5,0.444444444,0.5,0.08,1,17,1,1,0.5,0.055555556,0.5,0.722222222,0.5,0.944444444444444,0.653846153846154
"29",0.5,2.5,3,0.4,0.333333333,0.5,0.335083127,0.5,0.1,1,18,2,1,0.5,0.1,0.333333333,0.7,0.4166666665,0.923076923076923,0.558139534883721
"30",0.5,6.5,5,0.285714286,0.2,0.5,0.211445016,0.5,0.1,1,17,4,1,0.5,0.19047619,0.2,0.654761905,0.35,0.871794871794872,0.43037974715959
"31",0.5,0.5,2,0.5,0.5,0.5,0.444444444,0.5,0.06,1,17,1,1,0.5,0.055555556,0.5,0.722222222,0.5,0.944444444444444,0.653846153846154
"32",0.5,0.5,2,0.5,0.5,0.5,0.452380952,0.5,0.09,1,20,1,1,0.5,0.047619048,0.5,0.726190476,0.5,0.952380952380952,0.655737704918033
"33",0,0,2,1,1,1,1,1,0.08,2,22,0,0,1,0,1,1,0.5,1,1
"34",0,0,2,1,1,1,1,1,0.09,2,24,0,0,1,0,1,1,0.5,1,1
"35",0,2,1,0.666666667,1,0.5,0.693375245,0.5,0.1,1,25,0,1,0.5,0,1,0.75,0.75,0.980392156862745,0.793650793886999
"36",0.5,1.5,1,0,0,0,-0.076471911,0,0.09,0,17,1,2,0,0.055555556,0,0.472222222,0.5,0.918918918918919,0
"37",0,0,2,1,1,1,1,1,0.1,2,25,0,0,1,0,1,1,0.5,1,1
"38",0,0,2,1,1,1,1,1,0.08,2,20,0,0,1,0,1,1,0.5,1,1
"39",0,0,2,1,1,1,1,1,0.1,2,21,0,0,1,0,1,1,0.5,1,1
"40",0,1,1,0.666666667,1,0.5,0.688247202,0.5,0.08,1,18,0,1,0.5,0,1,0.75,0.75,0.972972972972973,0.791208791443546
"41",1,1,2,0,0,0,-0.086956522,0,0.09,0,21,2,2,0,0.086956522,0,0.456521739,0.5,0.91304347826087,0
"42",0.5,0.5,2,0.5,0.5,0.5,0.444444444,0.5,0.08,1,17,1,1,0.5,0.055555556,0.5,0.722222222,0.5,0.944444444444444,0.653846153846154
"43",0.5,0.5,2,0.5,0.5,0.5,0.456521739,0.5,0.06,1,22,1,1,0.5,0.043478261,0.5,0.7282608695,0.5,0.956521739130435,0.656716417910448
"44",0,1,1,0.666666667,1,0.5,0.693375245,0.5,0.08,1,25,0,1,0.5,0,1,0.75,0.75,0.980392156862745,0.793650793886999
"45",0.5,6.5,5,0.285714286,0.2,0.5,0.205798302,0.5,0.08,1,16,4,1,0.5,0.2,0.2,0.65,0.35,0.864864864864865,0.42953020166515
"46",0,0,2,1,1,1,1,1,0.08,2,18,0,0,1,0,1,1,0.5,1,1
"47",0.5,0.5,2,0.5,0.5,0.5,0.467741935,0.5,0.08,1,30,1,1,0.5,0.032258065,0.5,0.7338709675,0.5,0.967741935483871,0.659340659340659
"48",0.5,3.5,5,0.285714286,0.2,0.5,0.199505969,0.5,0.08,1,15,4,1,0.5,0.210526316,0.2,0.644736842,0.35,0.857142857142857,0.428571428892857
"49",0,2,1,0.666666667,1,0.5,0.690065559,0.5,0.06,1,20,0,1,0.5,0,1,0.75,0.75,0.975609756097561,0.792079208156063
"50",1,1,2,0,0,0,-0.074074074,0,0.1,0,25,2,2,0,0.074074074,0,0.462962963,0.5,0.925925925925926,0
"51",0,2,1,0.666666667,1,0.5,0.691564075,0.5,0.09,1,22,0,1,0.5,0,1,0.75,0.75,0.977777777777778,0.792792793028488
"52",0,0,2,1,1,1,1,1,0.06,2,18,0,0,1,0,1,1,0.5,1,1
"53",1,5,4,0,0,0,-0.166666667,0,0.06,0,14,4,2,0,0.222222222,0,0.388888889,0.5,0.823529411764706,0
"54",0,2,1,0.666666667,1,0.5,0.688247202,0.5,0.04,1,18,0,1,0.5,0,1,0.75,0.75,0.972972972972973,0.791208791443546
"55",0.5,1.5,1,0,0,0,-0.076471911,0,0.08,0,17,1,2,0,0.055555556,0,0.472222222,0.5,0.918918918918919,0
"56",0.5,0.5,2,0.5,0.5,0.5,0.444444444,0.5,0.08,1,17,1,1,0.5,0.055555556,0.5,0.722222222,0.5,0.944444444444444,0.653846153846154
"57",0,1,1,0.666666667,1,0.5,0.689202438,0.5,0.09,1,19,0,1,0.5,0,1,0.75,0.75,0.974358974358974,0.791666666901693
"58",0,0,2,1,1,1,1,1,0.08,2,25,0,0,1,0,1,1,0.5,1,1
"59",0,2,1,0.666666667,1,0.5,0.689202438,0.5,0.09,1,19,0,1,0.5,0,1,0.75,0.75,0.974358974358974,0.791666666901693
"60",0,2,1,0.666666667,1,0.5,0.689202438,0.5,0.08,1,19,0,1,0.5,0,1,0.75,0.75,0.974358974358974,0.791666666901693
"61",1,3,3,0,0,0,-0.104257207,0,0.06,0,21,3,2,0,0.125,0,0.4375,0.5,0.893617021276596,0
"62",0.5,1.5,1,0,0,0,-0.076471911,0,0.06,0,17,1,2,0,0.055555556,0,0.472222222,0.5,0.918918918918919,0
"63",0.5,2.5,1,0,0,0,-0.069006556,0,0.08,0,19,1,2,0,0.05,0,0.475,0.5,0.926829268292683,0
"64",0.5,1.5,1,0,0,0,-0.076471911,0,0.09,0,17,1,2,0,0.055555556,0,0.472222222,0.5,0.918918918918919,0
"65",0,1,1,0.666666667,1,0.5,0.69084928,0.5,0.09,1,21,0,1,0.5,0,1,0.75,0.75,0.976744186046512,0.792452830424172
"66",0.5,2.5,1,0,0,0,-0.072547625,0,0.09,0,18,1,2,0,0.052631579,0,0.4736842105,0.5,0.923076923076923,0
"67",0.5,0.5,2,0.5,0.5,0.5,0.444444444,0.5,0.09,1,17,1,1,0.5,0.055555556,0.5,0.722222222,0.5,0.944444444444444,0.653846153846154
"68",1,1,2,0,0,0,-0.095238095,0,0.08,0,19,2,2,0,0.095238095,0,0.4523809525,0.5,0.904761904761905,0
"69",0.5,0.5,2,0.5,0.5,0.5,0.444444444,0.5,0.09,1,17,1,1,0.5,0.055555556,0.5,0.722222222,0.5,0.944444444444444,0.653846153846154
"70",0,0,2,1,1,1,1,1,0.1,2,28,0,0,1,0,1,1,0.5,1,1
"71",0.5,0.5,2,0.5,0.5,0.5,0.456521739,0.5,0.06,1,22,1,1,0.5,0.043478261,0.5,0.7282608695,0.5,0.956521739130435,0.656716417910448
"72",0.5,1.5,1,0,0,0,-0.062869461,0,0.08,0,21,1,2,0,0.045454545,0,0.4772727275,0.5,0.933333333333333,0
"73",0.5,0.5,2,0.5,0.5,0.5,0.454545455,0.5,0.09,1,21,1,1,0.5,0.045454545,0.5,0.7272727275,0.5,0.954545454545455,0.65625
"74",1,3,3,0,0,0,-0.125656172,0,0.06,0,17,3,2,0,0.15,0,0.425,0.5,0.871794871794872,0
"75",0.5,0.5,2,0.5,0.5,0.5,0.46,0.5,0.11,1,24,1,1,0.5,0.04,0.5,0.73,0.5,0.96,0.657534246575342
"76",0.5,0.5,2,0.5,0.5,0.5,0.454545455,0.5,0.1,1,21,1,1,0.5,0.045454545,0.5,0.7272727275,0.5,0.954545454545455,0.65625
"77",0.5,1.5,1,0,0,0,-0.062869461,0,0.08,0,21,1,2,0,0.045454545,0,0.4772727275,0.5,0.933333333333333,0
"78",0,2,1,0.666666667,1,0.5,0.689202438,0.5,0.07,1,19,0,1,0.5,0,1,0.75,0.75,0.974358974358974,0.791666666901693
"79",0,0,2,1,1,1,1,1,0.06,2,20,0,0,1,0,1,1,0.5,1,1
"80",0.5,1.5,1,0,0,0,-0.076471911,0,0.05,0,17,1,2,0,0.055555556,0,0.472222222,0.5,0.918918918918919,0
"81",0,0,2,1,1,1,1,1,0.08,2,24,0,0,1,0,1,1,0.5,1,1
"82",0,2,1,0.666666667,1,0.5,0.691564075,0.5,0.08,1,22,0,1,0.5,0,1,0.75,0.75,0.977777777777778,0.792792793028488
"83",0,0,2,1,1,1,1,1,0.09,2,21,0,0,1,0,1,1,0.5,1,1
"84",0.5,0.5,2,0.5,0.5,0.5,0.444444444,0.5,0.07,1,17,1,1,0.5,0.055555556,0.5,0.722222222,0.5,0.944444444444444,0.653846153846154
"85",0,0,2,1,1,1,1,1,0.11,2,21,0,0,1,0,1,1,0.5,1,1
"86",0,0,2,1,1,1,1,1,0.08,2,18,0,0,1,0,1,1,0.5,1,1
"87",0.5,0.5,2,0.5,0.5,0.5,0.456521739,0.5,0.07,1,22,1,1,0.5,0.043478261,0.5,0.7282608695,0.5,0.956521739130435,0.656716417910448
