"","outer_sum_original","outer_sum_radiusPenalty","seeds_no","f1","prec","rec","mcc","det_rate","time_vector","TP","TN","FP","FN","TPR","FPR","Prec..PPV.","aucroc","aucpr","negf1","AR"
"1",1.2,4.2,4,0,0,0,-0.025337982,0,1.2,0,172,4,5,0,0.022727273,0,0.4886363635,0.5,0.974504249291785,0
"2",1.8,7.8,7,0,0,0,-0.032686023,0,1.11,0,175,7,5,0,0.038461538,0,0.480769231,0.5,0.966850828729282,0
"3",1,4,4,0,0,0,-0.024239308,0,1.3,0,180,4,5,0,0.02173913,0,0.489130435,0.5,0.975609756097561,0
"4",0.8,6.8,3,0,0,0,-0.021758677,0,1.25,0,174,3,5,0,0.016949153,0,0.4915254235,0.5,0.97752808988764,0
"5",1,4,4,0.222222222,0.25,0.2,0.201877975,0.2,1.3,1,156,3,4,0.2,0.018867925,0.25,0.5905660375,0.525,0.978056426332289,0.362159024661363
"6",1.6,1.6,5,0,0,0,-0.029411765,0,1.21,0,165,5,5,0,0.029411765,0,0.4852941175,0.5,0.970588235294118,0
"7",0.4,6.4,3,0.25,0.333333333,0.2,0.241297285,0.2,1.31,1,165,2,4,0.2,0.011976048,0.333333333,0.594011976,0.5666666665,0.982142857142857,0.398550724637681
"8",1.6,1.6,5,0.2,0.2,0.2,0.177142857,0.2,1.35,1,171,4,4,0.2,0.022857143,0.2,0.5885714285,0.5,0.977142857142857,0.332038834951456
"9",1.6,1.6,5,0,0,0,-0.02994012,0,1.19,0,162,5,5,0,0.02994012,0,0.48502994,0.5,0.970059880239521,0
"10",1.4,4.4,4,0,0,0,-0.02548236,0,1.25,0,171,4,5,0,0.022857143,0,0.4885714285,0.5,0.974358974358974,0
"11",1.2,7.2,3,0,0,0,-0.024206619,0,1.25,0,156,3,5,0,0.018867925,0,0.4905660375,0.5,0.975,0
"12",1.2,4.2,6,0.181818182,0.166666667,0.2,0.153434495,0.2,1.29,1,149,5,4,0.2,0.032467532,0.166666667,0.583766234,0.4833333335,0.970684039087948,0.306269270556
"13",0.8,6.8,3,0,0,0,-0.023331648,0,1.25,0,162,3,5,0,0.018181818,0,0.490909091,0.5,0.975903614457831,0
"14",1.8,1.8,5,0,0,0,-0.028409091,0,1.2,0,171,5,5,0,0.028409091,0,0.4857954545,0.5,0.971590909090909,0
"15",1.2,4.2,4,0,0,0,-0.025054081,0,1.23,0,174,4,5,0,0.02247191,0,0.488764045,0.5,0.974789915966386,0
"16",1,4,4,0,0,0,-0.026540983,0,1.24,0,164,4,5,0,0.023809524,0,0.488095238,0.5,0.973293768545994,0
"17",0.8,6.8,3,0,0,0,-0.021049133,0,1.25,0,180,3,5,0,0.016393443,0,0.4918032785,0.5,0.978260869565217,0
"18",0.8,6.8,3,0,0,0,-0.022258893,0,1.17,0,170,3,5,0,0.01734104,0,0.49132948,0.5,0.977011494252873,0
"19",1.4,1.4,5,0.2,0.2,0.2,0.177142857,0.2,1.32,1,171,4,4,0.2,0.022857143,0.2,0.5885714285,0.5,0.977142857142857,0.332038834951456
"20",1.4,4.4,4,0,0,0,-0.025337982,0,1.63,0,172,4,5,0,0.022727273,0,0.4886363635,0.5,0.974504249291785,0
"21",1.4,4.4,4,0,0,0,-0.026699438,0,1.2,0,163,4,5,0,0.023952096,0,0.488023952,0.5,0.973134328358209,0
"22",0.6,9.6,2,0,0,0,-0.018547801,0,1.31,0,167,2,5,0,0.01183432,0,0.49408284,0.5,0.979472140762463,0
"23",1.2,1.2,5,0.2,0.2,0.2,0.177272727,0.2,1.47,1,172,4,4,0.2,0.022727273,0.2,0.5886363635,0.5,0.977272727272727,0.332046332046332
"24",1,7,3,0,0,0,-0.022649413,0,1.26,0,167,3,5,0,0.017647059,0,0.4911764705,0.5,0.976608187134503,0
"25",1,4,4,0,0,0,-0.024914503,0,1.26,0,175,4,5,0,0.022346369,0,0.4888268155,0.5,0.974930362116992,0
"26",1.6,4.6,4,0,0,0,-0.023979367,0,1.32,0,182,4,5,0,0.021505376,0,0.489247312,0.5,0.975871313672922,0
"27",1,4,4,0,0,0,-0.024776472,0,1.25,0,176,4,5,0,0.022222222,0,0.488888889,0.5,0.975069252077562,0
"28",1.4,1.4,5,0.2,0.2,0.2,0.17260274,0.2,1.27,1,142,4,4,0.2,0.02739726,0.2,0.58630137,0.5,0.972602739726027,0.331775700934579
"29",1,7,3,0,0,0,-0.021164159,0,1.39,0,179,3,5,0,0.016483516,0,0.491758242,0.5,0.978142076502732,0
"30",0.8,3.8,4,0.222222222,0.25,0.2,0.203745712,0.2,1.28,1,171,3,4,0.2,0.017241379,0.25,0.5913793105,0.525,0.979942693409742,0.362288135297902
"31",1.2,4.2,4,0,0,0,-0.024108637,0,1.31,0,181,4,5,0,0.021621622,0,0.489189189,0.5,0.975741239892183,0
"32",1,10,8,0.307692308,0.25,0.4,0.291633047,0.4,1.26,2,169,6,3,0.4,0.034285714,0.25,0.682857143,0.425,0.974063400576369,0.467658250095969
"33",1.6,1.6,5,0,0,0,-0.02994012,0,1.34,0,162,5,5,0,0.02994012,0,0.48502994,0.5,0.970059880239521,0
"34",1.6,1.6,5,0,0,0,-0.028571429,0,1.21,0,170,5,5,0,0.028571429,0,0.4857142855,0.5,0.971428571428571,0
"35",1.2,4.2,4,0,0,0,-0.026076705,0,1.25,0,167,4,5,0,0.023391813,0,0.4883040935,0.5,0.973760932944606,0
"36",1,7,3,0,0,0,-0.021758677,0,1.22,0,174,3,5,0,0.016949153,0,0.4915254235,0.5,0.97752808988764,0
"37",1.4,7.4,7,0,0,0,-0.033806722,0,1.25,0,169,7,5,0,0.039772727,0,0.4801136365,0.5,0.965714285714286,0
"38",1.2,1.2,5,0,0,0,-0.028089888,0,1.33,0,173,5,5,0,0.028089888,0,0.485955056,0.5,0.971910112359551,0
"39",0.6,9.6,2,0,0,0,-0.018547801,0,1.42,0,167,2,5,0,0.01183432,0,0.49408284,0.5,0.979472140762463,0
"40",0.6,6.6,3,0.25,0.333333333,0.2,0.242597124,0.2,1.27,1,179,2,4,0.2,0.011049724,0.333333333,0.594475138,0.5666666665,0.983516483516484,0.398663697104677
"41",1.4,4.4,4,0,0,0,-0.026859797,0,1.3,0,162,4,5,0,0.024096386,0,0.487951807,0.5,0.972972972972973,0
"42",0.6,9.6,2,0,0,0,-0.018019334,0,1.26,0,172,2,5,0,0.011494253,0,0.4942528735,0.5,0.98005698005698,0
"43",0.8,6.8,3,0,0,0,-0.024669184,0,1.29,0,153,3,5,0,0.019230769,0,0.4903846155,0.5,0.974522292993631,0
"44",0.6,9.6,2,0,0,0,-0.017816285,0,1.43,0,174,2,5,0,0.011363636,0,0.494318182,0.5,0.980281690140845,0
"45",1,4,4,0,0,0,-0.025054081,0,1.51,0,174,4,5,0,0.02247191,0,0.488764045,0.5,0.974789915966386,0
"46",0.8,0.8,5,0.4,0.4,0.4,0.383146067,0.4,1.33,2,175,3,3,0.4,0.016853933,0.4,0.6915730335,0.5,0.98314606741573,0.568643379366369
"47",1.8,1.8,5,0,0,0,-0.029585799,0,1.45,0,164,5,5,0,0.029585799,0,0.4852071005,0.5,0.970414201183432,0
"48",1.4,4.4,4,0,0,0,-0.025628391,0,1.27,0,170,4,5,0,0.022988506,0,0.488505747,0.5,0.974212034383954,0
"49",1.8,1.8,5,0,0,0,-0.029069767,0,1.29,0,167,5,5,0,0.029069767,0,0.4854651165,0.5,0.970930232558139,0
"50",0.6,9.6,2,0,0,0,-0.018880027,0,1.31,0,164,2,5,0,0.012048193,0,0.4939759035,0.5,0.97910447761194,0
"51",0.6,6.6,3,0.25,0.333333333,0.2,0.242246601,0.2,1.78,1,175,2,4,0.2,0.011299435,0.333333333,0.5943502825,0.5666666665,0.98314606741573,0.398633257403189
"52",1,4,6,0.181818182,0.166666667,0.2,0.15504835,0.2,1.33,1,158,5,4,0.2,0.030674847,0.166666667,0.5846625765,0.4833333335,0.972307692307692,0.30634997602154
"53",0.8,6.8,7,0.166666667,0.142857143,0.2,0.134513801,0.2,1.35,1,137,6,4,0.2,0.041958042,0.142857143,0.579020979,0.4714285715,0.964788732394366,0.284232365629956
"54",0.4,9.4,2,0,0,0,-0.018019334,0,1.42,0,172,2,5,0,0.011494253,0,0.4942528735,0.5,0.98005698005698,0
"55",1.6,4.6,6,0.181818182,0.166666667,0.2,0.157087259,0.2,1.98,1,171,5,4,0.2,0.028409091,0.166666667,0.5857954545,0.4833333335,0.974358974358974,0.306451613161485
"56",0.8,3.8,4,0.222222222,0.25,0.2,0.203745712,0.2,1.67,1,171,3,4,0.2,0.017241379,0.25,0.5913793105,0.525,0.979942693409742,0.362288135297902
"57",1.8,1.8,5,0,0,0,-0.029069767,0,1.46,0,167,5,5,0,0.029069767,0,0.4854651165,0.5,0.970930232558139,0
"58",0.8,6.8,3,0,0,0,-0.021049133,0,1.53,0,180,3,5,0,0.016393443,0,0.4918032785,0.5,0.978260869565217,0
"59",1,4,4,0.222222222,0.25,0.2,0.203631244,0.2,1.56,1,170,3,4,0.2,0.01734104,0.25,0.59132948,0.525,0.979827089337176,0.362280234121317
"60",1,7,3,0,0,0,-0.022517726,0,1.48,0,168,3,5,0,0.01754386,0,0.49122807,0.5,0.976744186046512,0
"61",0.8,6.8,3,0,0,0,-0.021516906,0,1.42,0,176,3,5,0,0.016759777,0,0.4916201115,0.5,0.977777777777778,0
"62",1,3,4,0,0,0,-0.030526703,0,1.42,0,142,4,5,0,0.02739726,0,0.48630137,0.5,0.969283276450512,0
"63",1.6,4.6,6,0,0,0,-0.032896398,0,1.58,0,161,6,5,0,0.035928144,0,0.482035928,0.5,0.966966966966967,0
"64",1.2,3.2,4,0,0,0,-0.027863911,0,1.71,0,156,4,5,0,0.025,0,0.4875,0.5,0.97196261682243,0
"65",1.6,1.6,5,0.2,0.2,0.2,0.177011494,0.2,1.58,1,170,4,4,0.2,0.022988506,0.2,0.588505747,0.5,0.977011494252874,0.33203125
"66",1.4,1.4,5,0,0,0,-0.027624309,0,1.58,0,176,5,5,0,0.027624309,0,0.4861878455,0.5,0.972375690607735,0
"67",1,4,4,0.222222222,0.25,0.2,0.204190762,0.2,1.62,1,175,3,4,0.2,0.016853933,0.25,0.5915730335,0.525,0.980392156862745,0.362318840284342
"68",1,7,3,0,0,0,-0.025314157,0,1.72,0,149,3,5,0,0.019736842,0,0.490131579,0.5,0.973856209150327,0
"69",1.2,4.2,4,0,0,0,-0.027022093,0,1.68,0,161,4,5,0,0.024242424,0,0.487878788,0.5,0.972809667673716,0
"70",0.8,6.8,3,0,0,0,-0.021398025,0,1.55,0,177,3,5,0,0.016666667,0,0.4916666665,0.5,0.977900552486188,0
"71",0.8,6.8,3,0,0,0,-0.022258893,0,1.58,0,170,3,5,0,0.01734104,0,0.49132948,0.5,0.977011494252873,0
"72",1.6,1.6,5,0,0,0,-0.028571429,0,1.58,0,170,5,5,0,0.028571429,0,0.4857142855,0.5,0.971428571428571,0
"73",1.4,1.4,5,0.2,0.2,0.2,0.176470588,0.2,1.44,1,166,4,4,0.2,0.023529412,0.2,0.588235294,0.5,0.976470588235294,0.332
"74",1,4,4,0.222222222,0.25,0.2,0.201740891,0.2,1.39,1,155,3,4,0.2,0.018987342,0.25,0.590506329,0.525,0.977917981072555,0.362149532415188
"75",1.2,4.2,4,0.222222222,0.25,0.2,0.202915729,0.2,1.5,1,164,3,4,0.2,0.017964072,0.25,0.591017964,0.525,0.97910447761194,0.362230811411015
