"","outer_sum_original","outer_sum_radiusPenalty","seeds_no","f1","prec","rec","mcc","det_rate","time_vector","TP","TN","FP","FN","TPR","FPR","Prec..PPV.","aucroc","aucpr","negf1","AR"
"1",0.25,2.25,3,0.571428571,0.666666667,0.5,0.510354544,0.5,0.11,2,20,1,2,0.5,0.047619048,0.666666667,0.726190476,0.5833333335,0.930232558139535,0.70796460144099
"2",0,4,2,0.666666667,1,0.5,0.668856054,0.5,0.08,2,17,0,2,0.5,0,1,0.75,0.75,0.944444444444444,0.781609195631391
"3",0,6,1,0.4,1,0.25,0.470269972,0.25,0.08,1,23,0,3,0.25,0,1,0.625,0.875,0.938775510204082,0.560975609756098
"4",0.25,2.25,3,0.571428571,0.666666667,0.5,0.507092553,0.5,0.09,2,19,1,2,0.5,0.05,0.666666667,0.725,0.5833333335,0.926829268292683,0.706976743858042
"5",0,2,3,0.857142857,1,0.75,0.844097151,0.75,0.1,3,19,0,1,0.75,0,1,0.875,0.625,0.974358974358974,0.911999999919136
"6",0.5,0.5,4,0.5,0.5,0.5,0.4,0.5,0.06,2,18,2,2,0.5,0.1,0.5,0.7,0.5,0.9,0.642857142857143
"7",0.5,0.5,4,0.5,0.5,0.5,0.404761905,0.5,0.08,2,19,2,2,0.5,0.095238095,0.5,0.7023809525,0.5,0.904761904761905,0.64406779661017
"8",1,1,4,0.5,0.5,0.5,0.4,0.5,0.09,2,18,2,2,0.5,0.1,0.5,0.7,0.5,0.9,0.642857142857143
"9",0,4,2,0.666666667,1,0.5,0.670820393,0.5,0.09,2,18,0,2,0.5,0,1,0.75,0.75,0.947368421052632,0.782608695881852
"10",0.5,2.5,3,0.285714286,0.333333333,0.25,0.162895941,0.25,0.07,1,17,2,3,0.25,0.105263158,0.333333333,0.572368421,0.5416666665,0.871794871794872,0.43037974715959
"11",0.25,0.25,4,0.75,0.75,0.75,0.712962963,0.75,0.1,3,26,1,1,0.75,0.037037037,0.75,0.8564814815,0.5,0.962962962962963,0.843243243243243
"12",0,2,3,0.857142857,1,0.75,0.844097151,0.75,0.07,3,19,0,1,0.75,0,1,0.875,0.625,0.974358974358974,0.911999999919136
"13",0.25,3.25,3,0.571428571,0.666666667,0.5,0.490098029,0.5,0.08,2,15,1,2,0.5,0.0625,0.666666667,0.71875,0.5833333335,0.909090909090909,0.701754385641736
"14",0.25,6.25,2,0.333333333,0.5,0.25,0.260874597,0.25,0.06,1,17,1,3,0.25,0.055555556,0.5,0.597222222,0.625,0.894736842105263,0.485714285360408
"15",1.75,1.75,4,0,0,0,-0.181818182,0,0.06,0,18,4,4,0,0.181818182,0,0.409090909,0.5,0.818181818181818,0
"16",0,6,1,0.4,1,0.25,0.472455591,0.25,0.07,1,25,0,3,0.25,0,1,0.625,0.875,0.943396226415094,0.561797752808989
"17",0,0,4,1,1,1,1,1,0.06,4,18,0,0,1,0,1,1,0.5,1,1
"18",0.5,2.5,5,0.444444444,0.4,0.5,0.314373042,0.5,0.07,2,16,3,2,0.5,0.157894737,0.4,0.6710526315,0.45,0.864864864864865,0.587155962914906
