"","outer_sum_original","outer_sum_radiusPenalty","det_rate","time_vector"
"1",NA,NA,0.3,2.53
"2",NA,NA,0.1,2.17
"3",NA,NA,0.1,2.42
"4",NA,NA,0.1,1.06
"5",NA,NA,0.1,0.799999999999999
"6",NA,NA,0,0.82
"7",NA,NA,0.1,1.19
"8",NA,NA,0.1,0.940000000000001
"9",NA,NA,0,1.69
"10",NA,NA,0.2,1.59
"11",NA,NA,0.2,1.11
"12",NA,NA,0.1,1.11
"13",NA,NA,0,1.14
"14",NA,NA,0,1.78
"15",NA,NA,0.1,1.98
"16",NA,NA,0,1
"17",NA,NA,0,1.29
"18",NA,NA,0,0.889999999999997
"19",NA,NA,0,1.38
"20",NA,NA,0.1,1
"21",NA,NA,0,1.11
"22",NA,NA,0.1,0.960000000000001
"23",NA,NA,0.1,1.23
"24",NA,NA,0,0.800000000000004
"25",NA,NA,0,1.69
"26",NA,NA,0,0.780000000000001
"27",NA,NA,0,1.83
"28",NA,NA,0,1.5
"29",NA,NA,0,2.15
"30",NA,NA,0,1.57
"31",NA,NA,0,1.36
"32",NA,NA,0.1,2.42
"33",NA,NA,0,1.06
"34",NA,NA,0.1,2.41999999999999
"35",NA,NA,0,0.75
"36",NA,NA,0,1.52
"37",NA,NA,0,1.73
"38",NA,NA,0.1,0.719999999999999
"39",NA,NA,0.1,1.48
"40",NA,NA,0,0.779999999999987
"41",NA,NA,0,0.940000000000012
"42",NA,NA,0.1,0.890000000000001
"43",NA,NA,0,2.40000000000001
"44",NA,NA,0.1,0.75
"45",NA,NA,0,0.989999999999995
"46",NA,NA,0,1.81
"47",NA,NA,0,0.840000000000003
"48",NA,NA,0,2.03
"49",NA,NA,0,1.31
"50",NA,NA,0,0.75
"51",NA,NA,0,0.840000000000003
"52",NA,NA,0,1.37
"53",NA,NA,0,1.7
"54",NA,NA,0.1,1.84999999999999
"55",NA,NA,0,0.920000000000002
"56",NA,NA,0,1.08
"57",NA,NA,0,1.61
"58",NA,NA,0.1,3.47
"59",NA,NA,0.1,1.87
"60",NA,NA,0.1,1.42
"61",NA,NA,0.1,1.12
"62",NA,NA,0.1,1.17999999999999
"63",NA,NA,0,1.5
"64",NA,NA,0.1,1.3
"65",NA,NA,0.1,1.94
"66",NA,NA,0.1,0.859999999999999
"67",NA,NA,0,0.819999999999993
"68",NA,NA,0.1,1.03
"69",NA,NA,0,0.730000000000004
"70",NA,NA,0,0.859999999999999
"71",NA,NA,0,4.04000000000001
"72",NA,NA,0,3.17
"73",NA,NA,0.1,1.36
"74",NA,NA,0.1,3.19000000000001
"75",NA,NA,0.1,0.950000000000003
"76",NA,NA,0,3.02
"77",NA,NA,0,1.69
"78",NA,NA,0.1,1.42
"79",NA,NA,0.1,0.72999999999999
"80",NA,NA,0,1.83000000000001
"81",NA,NA,0.1,0.969999999999999
"82",NA,NA,0,0.909999999999997
"83",NA,NA,0,0.75
"84",NA,NA,0,1.32999999999998
"85",NA,NA,0.1,1.58000000000001
"86",NA,NA,0,1.78
"87",NA,NA,0,0.880000000000024
"88",NA,NA,0.1,1.22
"89",NA,NA,0.1,0.919999999999987
"90",NA,NA,0.1,1.06999999999999
"91",NA,NA,0,0.780000000000001
"92",NA,NA,0,1
"93",NA,NA,0,3.72
"94",NA,NA,0.1,1.03
"95",NA,NA,0.1,1.69
"96",NA,NA,0.1,1.38
"97",NA,NA,0.1,1.94999999999999
"98",NA,NA,0.1,1.58999999999997
"99",NA,NA,0.1,0.889999999999986
"100",NA,NA,0.1,1.47
