"outer_sum_original","outer_sum_radiusPenalty","det_rate","time_vector"
2,2,0,1.17000000000002
1.75,1.75,0,1.59
1.5,1.5,0,0.560000000000002
2,2,0,1.03
1.75,1.75,0.25,1.06
1.25,1.25,0,0.650000000000006
2,2,0,2.16
1.75,1.75,0,1.09999999999999
1.75,1.75,0,0.859999999999985
1.75,1.75,0,1.13
1.75,1.75,0,1.33000000000001
1.75,1.75,0,1.38
1.75,1.75,0,2.06000000000003
2,2,0,0.840000000000032
2,2,0,0.670000000000016
1.75,1.75,0,1.19
1.75,1.75,0,1.25
1.5,1.5,0.25,0.710000000000036
2,2,0,0.980000000000018
1.75,1.75,0,1.04999999999995
1.75,1.75,0,0.78000000000003
2.25,2.25,0,1.01999999999998
2,2,0,0.889999999999986
1.75,1.75,0,1.19
1.25,1.25,0.25,0.949999999999989
2,2,0,1
1.5,1.5,0,1.99000000000001
1.25,1.25,0.25,0.920000000000016
2,2,0,1.36000000000001
1.75,1.75,0,1.73000000000002
1.25,1.25,0.25,3.00999999999999
1.5,1.5,0,2.05000000000001
1.5,1.5,0,1.58999999999997
1.5,1.5,0,0.810000000000002
2.25,2.25,0,0.75
2.25,2.25,0,1.56
1.5,1.5,0,2
1.75,1.75,0,1.38999999999999
2,2,0,0.770000000000039
1.75,1.75,0,1.12
1.5,1.5,0,2.01999999999998
2.25,2.25,0,1.78000000000003
1.5,1.5,0,0.859999999999957
2,2,0,0.850000000000023
1.25,1.25,0.25,1.39999999999998
1.5,1.5,0,1.39000000000004
1.25,1.25,0,0.920000000000016
1.75,1.75,0,1.11000000000001
1.75,1.75,0,1.17000000000002
1.75,1.75,0,0.839999999999975
1.75,1.75,0,1.14000000000004
1.25,1.25,0.25,1.27000000000004
1.5,1.5,0,1.31
1.5,1.5,0,1.21999999999997
1.25,1.25,0.25,1.17000000000002
2,2,0,1.01999999999998
1.75,1.75,0,1.57999999999998
1.75,1.75,0,0.839999999999975
1.75,1.75,0,1.03000000000003
1.5,1.5,0,1.25
1.5,1.5,0,1.25
2,2,0,1.86000000000001
2,2,0,0.850000000000023
0.75,0.75,0.5,1.02999999999997
1.5,1.5,0,1.60999999999996
1.25,1.25,0.25,0.579999999999984
1.75,1.75,0,1.11000000000001
1.75,1.75,0,2.34000000000003
1.5,1.5,0,1.09000000000003
1.75,1.75,0,1.38
1.75,1.75,0,0.930000000000007
1.75,1.75,0,1.48000000000002
1.5,1.5,0,0.870000000000005
1.5,1.5,0,1.70000000000005
2.5,2.5,0,1.38
1.5,1.5,0,0.53000000000003
1.75,1.75,0,1.17000000000002
2,2,0,0.860000000000014
1.75,1.75,0,2.11000000000001
1.75,1.75,0,1.14999999999998
2,2,0,0.829999999999984
2.25,2.25,0,0.870000000000005
1.75,1.75,0,1.24000000000001
1.5,1.5,0,0.629999999999995
2.25,2.25,0,0.870000000000005
1.5,1.5,0,0.829999999999984
1.5,1.5,0,1.70999999999998
1.75,1.75,0,0.829999999999984
1.5,1.5,0,1.75999999999999
1.75,1.75,0,1.00999999999999
1.75,1.75,0,1.03000000000003
1.5,1.5,0,0.75
2,2,0,1.23000000000002
1.75,1.75,0,2.02999999999997
1.5,1.5,0,1.31
1.75,1.75,0,0.730000000000018
1.5,1.5,0,0.759999999999991
1.5,1.5,0,1.68000000000001
1.5,1.5,0,1.23000000000002
1.5,1.5,0,0.810000000000002
