"","outer_sum_original","outer_sum_radiusPenalty","seeds_no","f1","prec","rec","mcc","det_rate","time_vector","TP","TN","FP","FN","TPR","FPR","PPV","aucroc","aucpr","negf1","AR"
"1",2,2,4,0,0,0,-0.0228571428571429,0,0.800000000000011,0,171,4,4,0,0.0228571428571429,0,0.488571428571429,0.5,0.977142857142857,0
"2",0.75,6.75,2,0,0,0,-0.0156269076979498,0,0.590000000000003,0,178,2,4,0,0.0111111111111111,0,0.494444444444444,0.5,0.983425414364641,0
"3",0.75,6.75,2,0,0,0,-0.020060271357126,0,0.409999999999997,0,138,2,4,0,0.0142857142857143,0,0.492857142857143,0.5,0.978723404255319,0
"4",1,5,2,0,0,0,-0.0176780148067623,0,0.610000000000014,0,157,2,4,0,0.0125786163522013,0,0.493710691823899,0.5,0.98125,0
"5",1.25,3.25,3,0.285714285714286,0.333333333333333,0.25,0.273483017137309,0.25,0.75,1,159,2,3,0.25,0.0124223602484472,0.333333333333333,0.618788819875776,0.541666666666667,0.984520123839009,0.442896935933148
"6",0.5,4.5,2,0,0,0,-0.0195068578660218,0,0.419999999999987,0,142,2,4,0,0.0138888888888889,0,0.493055555555556,0.5,0.979310344827586,0
"7",2,2,4,0,0,0,-0.0227272727272727,0,1.13,0,172,4,4,0,0.0227272727272727,0,0.488636363636364,0.5,0.977272727272727,0
"8",1,5,2,0,0,0,-0.0169369930225192,0,0.75,0,164,2,4,0,0.0120481927710843,0,0.493975903614458,0.5,0.982035928143713,0
"9",1.75,1.75,4,0,0,0,-0.0285714285714286,0,0.599999999999994,0,136,4,4,0,0.0285714285714286,0,0.485714285714286,0.5,0.971428571428571,0
"10",1,7,2,0,0,0,-0.0172468274818662,0,0.489999999999981,0,161,2,4,0,0.0122699386503067,0,0.493865030674847,0.5,0.981707317073171,0
"11",0.75,6.75,2,0,0,0,-0.0158015154379992,0,0.550000000000011,0,176,2,4,0,0.0112359550561798,0,0.49438202247191,0.5,0.983240223463687,0
